,,,,,,1.59,2.11,,,,,5.01,,3.12,,,-1.34,,,-0.14,,-0.09,,,,,,,,,,,,,,,,0.04,,2
,,,,,,1.35,1.0,,,,,4.09,,5.58,,,2.3,,,0.76,,-0.06,,,,,,,,,,,,,,,,-0.02,,2
,,,,,,4.43,3.16,,,,,2.22,,1.28,,,0.0,,,0.86,,0.09,,,,,,,,,,,,,,,,0.86,,1
,,,,,,6.0,4.92,,,,,1.5,,3.86,,,-0.7,,,0.51,,0.45,,,,,,,,,,,,,,,,0.23,,1
,,,,,,1.51,1.1,,,,,1.79,,4.22,,,3.81,,,-1.22,,0.87,,,,,,,,,,,,,,,,0.57,,2
,,,,,,2.19,0.54,,,,,2.58,,3.13,,,1.19,,,-0.78,,0.83,,,,,,,,,,,,,,,,0.37,,0
,,,,,,1.6,0.35,,,,,3.9,,4.3,,,1.16,,,-0.26,,-0.08,,,,,,,,,,,,,,,,-0.95,,2
,,,,,,1.1,2.84,,,,,5.5,,2.86,,,1.39,,,0.59,,-0.46,,,,,,,,,,,,,,,,-0.44,,2
,,,,,,0.21,0.37,,,,,4.49,,4.97,,,3.03,,,1.48,,1.46,,,,,,,,,,,,,,,,1.0,,0
,,,,,,2.03,3.45,,,,,5.15,,3.09,,,-0.2,,,-0.66,,0.08,,,,,,,,,,,,,,,,1.21,,2
,,,,,,0.77,2.23,,,,,3.39,,2.52,,,-0.99,,,-0.62,,-1.72,,,,,,,,,,,,,,,,0.36,,2
,,,,,,1.79,0.86,,,,,4.32,,5.11,,,2.25,,,0.45,,-0.51,,,,,,,,,,,,,,,,0.18,,2
,,,,,,3.6,4.26,,,,,2.59,,-1.01,,,1.29,,,0.78,,-0.63,,,,,,,,,,,,,,,,-0.94,,1
,,,,,,0.42,0.96,,,,,5.6,,4.98,,,2.36,,,-0.25,,1.95,,,,,,,,,,,,,,,,0.4,,2
,,,,,,0.62,-0.09,,,,,1.78,,6.23,,,2.81,,,-1.08,,0.72,,,,,,,,,,,,,,,,1.13,,0
,,,,,,-2.7,1.68,,,,,5.21,,3.44,,,3.95,,,-0.05,,-0.22,,,,,,,,,,,,,,,,-0.38,,0
,,,,,,3.64,4.44,,,,,0.71,,2.67,,,-0.63,,,-0.97,,1.22,,,,,,,,,,,,,,,,-1.27,,1
,,,,,,4.05,4.01,,,,,1.84,,0.98,,,-1.62,,,-0.08,,0.79,,,,,,,,,,,,,,,,-1.77,,1
,,,,,,2.02,1.9,,,,,4.42,,4.25,,,1.34,,,1.12,,-0.62,,,,,,,,,,,,,,,,1.14,,2
,,,,,,0.57,-1.21,,,,,2.33,,6.41,,,3.35,,,-0.4,,-2.3,,,,,,,,,,,,,,,,-0.14,,0
,,,,,,1.75,0.07,,,,,4.21,,2.84,,,0.29,,,1.38,,-0.45,,,,,,,,,,,,,,,,-0.22,,2
,,,,,,0.49,1.17,,,,,4.09,,3.42,,,2.01,,,-0.63,,0.07,,,,,,,,,,,,,,,,-2.97,,2
,,,,,,2.59,3.21,,,,,3.44,,2.36,,,1.96,,,-0.16,,0.29,,,,,,,,,,,,,,,,-0.11,,2
,,,,,,4.72,2.79,,,,,1.48,,-0.22,,,2.15,,,1.32,,0.12,,,,,,,,,,,,,,,,1.02,,0
,,,,,,2.71,3.79,,,,,1.42,,5.22,,,1.69,,,-0.74,,0.19,,,,,,,,,,,,,,,,1.29,,0
,,,,,,5.86,4.33,,,,,1.19,,0.99,,,0.14,,,1.25,,-1.75,,,,,,,,,,,,,,,,-0.58,,0
,,,,,,0.87,1.21,,,,,5.79,,4.72,,,3.24,,,-0.44,,0.54,,,,,,,,,,,,,,,,1.02,,2
,,,,,,3.04,3.03,,,,,1.33,,2.33,,,-0.01,,,-0.78,,-1.07,,,,,,,,,,,,,,,,1.08,,0
,,,,,,2.43,4.21,,,,,4.21,,1.36,,,0.12,,,1.38,,0.73,,,,,,,,,,,,,,,,0.82,,2
,,,,,,3.27,2.67,,,,,2.91,,-0.32,,,1.27,,,-2.9,,0.6,,,,,,,,,,,,,,,,-0.6,,1
,,,,,,-0.01,1.46,,,,,4.42,,3.98,,,1.4,,,0.46,,-0.95,,,,,,,,,,,,,,,,-1.85,,2
,,,,,,2.96,2.15,,,,,3.0,,2.0,,,2.14,,,-1.64,,-0.83,,,,,,,,,,,,,,,,-0.42,,0
,,,,,,2.83,0.99,,,,,1.72,,2.71,,,1.23,,,-0.53,,-0.68,,,,,,,,,,,,,,,,-1.13,,0
,,,,,,4.29,3.53,,,,,1.52,,0.8,,,0.27,,,1.18,,0.55,,,,,,,,,,,,,,,,1.24,,1
,,,,,,5.0,4.38,,,,,-1.11,,0.79,,,0.06,,,3.4,,0.58,,,,,,,,,,,,,,,,-0.12,,1
,,,,,,4.87,1.91,,,,,1.5,,1.51,,,0.21,,,0.72,,-1.47,,,,,,,,,,,,,,,,-0.39,,0
,,,,,,1.35,2.06,,,,,3.52,,2.37,,,-0.18,,,-0.44,,0.86,,,,,,,,,,,,,,,,0.37,,1
,,,,,,3.33,2.56,,,,,2.61,,0.31,,,-1.66,,,2.2,,-0.51,,,,,,,,,,,,,,,,0.29,,1
,,,,,,4.71,3.98,,,,,0.54,,2.61,,,1.66,,,0.86,,0.28,,,,,,,,,,,,,,,,-0.86,,0
,,,,,,1.24,0.29,,,,,3.66,,2.79,,,2.63,,,-0.03,,-0.06,,,,,,,,,,,,,,,,0.29,,0
,,,,,,0.63,2.16,,,,,4.13,,2.54,,,0.44,,,1.21,,1.75,,,,,,,,,,,,,,,,-1.04,,2
,,,,,,2.65,2.18,,,,,4.12,,3.24,,,1.26,,,-2.7,,0.03,,,,,,,,,,,,,,,,-0.34,,2
,,,,,,5.12,4.52,,,,,-0.14,,0.24,,,0.17,,,-0.89,,-0.16,,,,,,,,,,,,,,,,-1.43,,0
,,,,,,3.12,2.61,,,,,4.29,,0.33,,,0.04,,,0.11,,-2.89,,,,,,,,,,,,,,,,1.23,,1
,,,,,,3.61,5.15,,,,,1.98,,1.86,,,0.14,,,0.3,,-0.23,,,,,,,,,,,,,,,,0.02,,1
,,,,,,3.93,2.08,,,,,1.77,,3.88,,,0.36,,,0.57,,-0.86,,,,,,,,,,,,,,,,0.83,,0
,,,,,,5.02,3.13,,,,,1.02,,2.11,,,0.58,,,-0.79,,-0.17,,,,,,,,,,,,,,,,0.63,,1
,,,,,,1.93,4.4,,,,,4.1,,2.58,,,-0.08,,,1.62,,-0.14,,,,,,,,,,,,,,,,-1.21,,1
,,,,,,5.22,2.51,,,,,0.36,,1.81,,,0.28,,,0.15,,0.04,,,,,,,,,,,,,,,,-0.37,,1
,,,,,,5.19,4.65,,,,,0.11,,1.61,,,1.39,,,0.45,,-0.07,,,,,,,,,,,,,,,,1.61,,1
,,,,,,3.32,3.73,,,,,1.79,,0.48,,,0.94,,,0.06,,-0.16,,,,,,,,,,,,,,,,0.75,,1
,,,,,,2.95,5.06,,,,,1.43,,1.05,,,0.51,,,0.04,,-1.22,,,,,,,,,,,,,,,,-0.26,,1
,,,,,,3.59,6.22,,,,,2.11,,1.83,,,-0.3,,,-0.18,,-0.05,,,,,,,,,,,,,,,,1.28,,1
,,,,,,4.73,3.73,,,,,1.9,,1.14,,,1.18,,,0.11,,-1.83,,,,,,,,,,,,,,,,-0.13,,0
,,,,,,0.76,2.45,,,,,3.39,,4.04,,,3.64,,,-2.22,,-0.21,,,,,,,,,,,,,,,,-1.8,,0
,,,,,,1.78,2.02,,,,,1.88,,5.25,,,2.05,,,0.23,,-2.86,,,,,,,,,,,,,,,,0.13,,0
,,,,,,3.29,5.93,,,,,-0.28,,1.51,,,1.13,,,-0.86,,0.05,,,,,,,,,,,,,,,,-0.33,,0
,,,,,,4.6,3.04,,,,,2.3,,1.17,,,-2.3,,,-0.81,,-0.12,,,,,,,,,,,,,,,,-0.12,,1
,,,,,,3.28,4.25,,,,,0.75,,4.04,,,-0.24,,,2.14,,0.69,,,,,,,,,,,,,,,,0.21,,0
,,,,,,1.46,1.03,,,,,4.88,,3.89,,,5.12,,,0.92,,0.04,,,,,,,,,,,,,,,,-2.16,,2
,,,,,,4.59,1.23,,,,,1.32,,0.51,,,-2.25,,,-0.31,,-1.05,,,,,,,,,,,,,,,,1.02,,1
,,,,,,4.6,4.75,,,,,1.16,,2.95,,,-0.3,,,-0.81,,1.11,,,,,,,,,,,,,,,,1.22,,1
,,,,,,1.7,2.74,,,,,3.61,,2.86,,,0.75,,,-0.95,,-0.75,,,,,,,,,,,,,,,,-1.29,,2
,,,,,,0.03,2.48,,,,,5.89,,3.64,,,0.92,,,1.54,,1.7,,,,,,,,,,,,,,,,1.61,,2
,,,,,,6.25,4.33,,,,,3.1,,1.76,,,0.58,,,0.09,,0.54,,,,,,,,,,,,,,,,1.66,,1
,,,,,,4.43,4.93,,,,,3.23,,-0.95,,,0.97,,,0.88,,0.64,,,,,,,,,,,,,,,,-0.13,,1
,,,,,,5.98,4.79,,,,,1.87,,3.39,,,0.11,,,-0.31,,-0.42,,,,,,,,,,,,,,,,-1.75,,0
,,,,,,4.55,4.37,,,,,3.02,,2.56,,,2.03,,,0.0,,0.24,,,,,,,,,,,,,,,,1.34,,0
,,,,,,3.95,3.4,,,,,1.39,,2.74,,,3.22,,,-1.03,,0.74,,,,,,,,,,,,,,,,-1.11,,0
,,,,,,-0.29,-0.31,,,,,3.95,,5.16,,,4.33,,,-0.26,,0.56,,,,,,,,,,,,,,,,-0.57,,2
,,,,,,1.07,2.47,,,,,2.37,,3.51,,,1.01,,,1.25,,1.14,,,,,,,,,,,,,,,,-0.66,,0
,,,,,,2.95,-0.19,,,,,2.81,,6.17,,,1.94,,,-1.35,,1.26,,,,,,,,,,,,,,,,-0.06,,0
,,,,,,-1.37,-0.06,,,,,2.32,,5.23,,,2.88,,,-1.36,,-0.17,,,,,,,,,,,,,,,,0.73,,2
,,,,,,6.87,6.58,,,,,-1.05,,0.13,,,-1.82,,,1.59,,1.24,,,,,,,,,,,,,,,,0.98,,0
,,,,,,1.66,1.97,,,,,4.78,,3.14,,,1.91,,,-0.54,,-0.31,,,,,,,,,,,,,,,,0.45,,2
,,,,,,2.46,1.08,,,,,4.18,,4.28,,,2.74,,,1.5,,-0.12,,,,,,,,,,,,,,,,-0.16,,2
,,,,,,3.89,2.4,,,,,1.64,,4.98,,,1.77,,,0.12,,1.88,,,,,,,,,,,,,,,,-0.27,,0
,,,,,,4.33,1.54,,,,,3.38,,3.86,,,0.26,,,-0.34,,-0.13,,,,,,,,,,,,,,,,-0.41,,1
,,,,,,2.44,1.63,,,,,4.39,,1.96,,,0.83,,,0.69,,-1.4,,,,,,,,,,,,,,,,-0.67,,1
,,,,,,5.11,4.56,,,,,2.61,,0.89,,,1.11,,,0.4,,-1.68,,,,,,,,,,,,,,,,-0.3,,1
,,,,,,0.73,2.01,,,,,4.65,,1.94,,,1.0,,,-0.82,,0.92,,,,,,,,,,,,,,,,0.56,,2
,,,,,,0.05,1.06,,,,,5.81,,5.77,,,3.19,,,-1.65,,-1.56,,,,,,,,,,,,,,,,-0.53,,2
,,,,,,-0.33,-0.25,,,,,3.8,,5.65,,,2.69,,,-0.84,,1.57,,,,,,,,,,,,,,,,-1.2,,2
,,,,,,1.64,1.08,,,,,2.63,,4.29,,,3.51,,,0.49,,0.25,,,,,,,,,,,,,,,,-1.14,,0
,,,,,,7.11,5.42,,,,,0.83,,0.37,,,-0.75,,,1.26,,1.79,,,,,,,,,,,,,,,,-0.71,,0
,,,,,,2.17,4.34,,,,,3.15,,1.0,,,1.26,,,0.03,,2.03,,,,,,,,,,,,,,,,-1.25,,2
,,,,,,6.66,5.29,,,,,1.02,,0.51,,,0.6,,,1.24,,-0.32,,,,,,,,,,,,,,,,0.67,,0
,,,,,,4.97,5.09,,,,,2.52,,1.63,,,-0.18,,,-0.11,,0.08,,,,,,,,,,,,,,,,-1.4,,0
,,,,,,0.68,1.31,,,,,4.84,,4.84,,,2.36,,,-0.69,,0.33,,,,,,,,,,,,,,,,2.01,,0
,,,,,,7.76,3.88,,,,,-0.06,,0.01,,,0.24,,,-0.47,,-0.28,,,,,,,,,,,,,,,,0.36,,1
,,,,,,2.39,3.88,,,,,0.83,,3.67,,,1.22,,,0.25,,0.14,,,,,,,,,,,,,,,,-1.22,,0
,,,,,,0.79,1.16,,,,,1.84,,2.89,,,-0.27,,,0.11,,0.45,,,,,,,,,,,,,,,,0.86,,2
,,,,,,-1.34,-0.09,,,,,4.08,,6.43,,,3.63,,,0.92,,-0.7,,,,,,,,,,,,,,,,0.37,,2
,,,,,,3.97,4.71,,,,,1.44,,0.66,,,0.57,,,-1.48,,0.13,,,,,,,,,,,,,,,,1.15,,1
,,,,,,6.37,5.3,,,,,0.95,,-1.91,,,1.97,,,-0.72,,0.3,,,,,,,,,,,,,,,,0.27,,1
,,,,,,0.94,1.8,,,,,2.44,,0.56,,,1.59,,,-0.62,,-1.5,,,,,,,,,,,,,,,,-1.36,,0
,,,,,,3.27,2.54,,,,,0.61,,1.4,,,1.4,,,-0.0,,1.65,,,,,,,,,,,,,,,,-0.84,,0
,,,,,,-1.0,2.0,,,,,3.33,,1.44,,,-0.96,,,1.1,,-0.52,,,,,,,,,,,,,,,,-1.15,,2
,,,,,,3.02,4.34,,,,,1.99,,1.7,,,-0.29,,,-1.58,,1.53,,,,,,,,,,,,,,,,-0.59,,1
,,,,,,7.52,3.71,,,,,-1.09,,0.3,,,1.62,,,0.07,,-0.44,,,,,,,,,,,,,,,,0.18,,0
,,,,,,3.22,5.22,,,,,0.7,,2.44,,,-0.01,,,-0.39,,-0.6,,,,,,,,,,,,,,,,-0.02,,0
,,,,,,-0.14,-0.71,,,,,2.56,,6.12,,,3.82,,,0.56,,-0.68,,,,,,,,,,,,,,,,0.22,,2
,,,,,,-1.63,-0.71,,,,,6.14,,7.16,,,1.72,,,2.33,,0.51,,,,,,,,,,,,,,,,-0.51,,2
,,,,,,0.75,-1.23,,,,,3.26,,4.24,,,3.3,,,0.64,,0.71,,,,,,,,,,,,,,,,-1.47,,2
,,,,,,4.78,5.24,,,,,4.3,,2.21,,,0.19,,,0.14,,0.58,,,,,,,,,,,,,,,,-0.26,,1
,,,,,,1.19,3.67,,,,,3.26,,4.39,,,-0.22,,,-0.63,,-0.25,,,,,,,,,,,,,,,,0.1,,2
,,,,,,4.02,5.38,,,,,0.07,,-0.69,,,2.0,,,0.18,,0.67,,,,,,,,,,,,,,,,0.34,,1
,,,,,,2.7,0.76,,,,,2.66,,3.04,,,1.31,,,1.96,,-1.0,,,,,,,,,,,,,,,,0.91,,0
,,,,,,1.25,1.68,,,,,5.1,,5.99,,,1.89,,,-0.93,,0.28,,,,,,,,,,,,,,,,-0.13,,2
,,,,,,0.73,1.83,,,,,4.77,,4.48,,,1.3,,,-0.17,,0.3,,,,,,,,,,,,,,,,1.05,,0
,,,,,,3.58,3.07,,,,,1.7,,0.6,,,2.26,,,0.34,,1.54,,,,,,,,,,,,,,,,-1.12,,1
,,,,,,3.96,3.85,,,,,2.94,,1.31,,,1.88,,,2.09,,0.46,,,,,,,,,,,,,,,,1.0,,1
,,,,,,2.85,2.53,,,,,1.57,,3.32,,,0.29,,,1.39,,-1.56,,,,,,,,,,,,,,,,-2.02,,1
,,,,,,2.72,1.97,,,,,2.15,,3.92,,,1.76,,,0.91,,-1.14,,,,,,,,,,,,,,,,0.98,,0
,,,,,,2.17,2.66,,,,,0.72,,-0.36,,,1.43,,,-0.57,,0.99,,,,,,,,,,,,,,,,1.31,,1
,,,,,,0.37,1.39,,,,,3.99,,5.65,,,1.9,,,-1.64,,1.06,,,,,,,,,,,,,,,,0.77,,0
,,,,,,2.53,0.86,,,,,1.95,,5.83,,,2.19,,,-0.76,,-1.18,,,,,,,,,,,,,,,,0.34,,0
,,,,,,1.35,4.16,,,,,2.16,,2.73,,,0.46,,,-0.21,,1.02,,,,,,,,,,,,,,,,0.85,,0
,,,,,,1.11,0.68,,,,,5.48,,6.16,,,3.46,,,1.41,,0.24,,,,,,,,,,,,,,,,-0.34,,2
,,,,,,-1.12,0.95,,,,,3.95,,5.21,,,1.83,,,-0.16,,-1.04,,,,,,,,,,,,,,,,0.74,,2
,,,,,,4.02,3.03,,,,,2.02,,2.82,,,-0.27,,,1.5,,0.29,,,,,,,,,,,,,,,,0.17,,1
,,,,,,0.86,-0.29,,,,,5.64,,7.33,,,2.0,,,1.6,,0.92,,,,,,,,,,,,,,,,-2.08,,2
,,,,,,0.25,0.77,,,,,3.54,,4.83,,,-0.17,,,0.24,,-0.91,,,,,,,,,,,,,,,,-1.1,,2
,,,,,,5.6,3.63,,,,,0.0,,1.28,,,1.42,,,0.53,,-0.92,,,,,,,,,,,,,,,,0.46,,0
,,,,,,3.07,4.64,,,,,2.58,,3.96,,,0.46,,,2.09,,-0.16,,,,,,,,,,,,,,,,-0.63,,0
,,,,,,0.54,1.29,,,,,4.03,,7.25,,,3.51,,,1.26,,0.05,,,,,,,,,,,,,,,,-0.12,,0
,,,,,,3.7,4.7,,,,,1.14,,2.17,,,1.84,,,0.56,,-0.36,,,,,,,,,,,,,,,,-1.39,,0
,,,,,,3.61,5.59,,,,,-0.74,,1.23,,,-0.83,,,0.22,,1.25,,,,,,,,,,,,,,,,-0.01,,1
,,,,,,2.89,1.22,,,,,1.49,,4.23,,,1.08,,,1.33,,1.26,,,,,,,,,,,,,,,,1.49,,0
,,,,,,0.24,1.42,,,,,2.7,,3.56,,,1.23,,,0.05,,1.38,,,,,,,,,,,,,,,,1.34,,0
,,,,,,4.62,3.65,,,,,1.19,,2.05,,,-0.92,,,-0.23,,-1.2,,,,,,,,,,,,,,,,-0.6,,0
,,,,,,0.51,1.22,,,,,2.83,,2.08,,,-1.4,,,-1.18,,0.6,,,,,,,,,,,,,,,,-2.88,,2
,,,,,,1.49,0.5,,,,,2.64,,1.54,,,0.26,,,-0.05,,-0.65,,,,,,,,,,,,,,,,0.15,,2
,,,,,,1.88,3.39,,,,,3.59,,0.61,,,-0.77,,,0.71,,0.5,,,,,,,,,,,,,,,,-0.27,,1
,,,,,,2.31,-0.42,,,,,4.08,,5.56,,,1.89,,,0.62,,0.9,,,,,,,,,,,,,,,,-0.37,,0
,,,,,,4.48,4.4,,,,,1.63,,1.01,,,-0.48,,,1.18,,-0.11,,,,,,,,,,,,,,,,-0.89,,1
,,,,,,8.04,7.01,,,,,-1.02,,0.78,,,0.41,,,0.65,,1.2,,,,,,,,,,,,,,,,-0.4,,1
,,,,,,5.85,4.32,,,,,1.4,,-0.88,,,-2.0,,,-0.17,,-0.56,,,,,,,,,,,,,,,,0.38,,1
,,,,,,0.08,0.98,,,,,4.44,,5.49,,,1.64,,,-0.4,,1.14,,,,,,,,,,,,,,,,0.73,,2
,,,,,,2.53,3.37,,,,,1.18,,1.48,,,1.63,,,0.53,,-0.34,,,,,,,,,,,,,,,,0.37,,1
,,,,,,-1.11,-0.23,,,,,3.48,,5.55,,,3.38,,,0.87,,0.83,,,,,,,,,,,,,,,,-0.2,,0
,,,,,,2.81,1.09,,,,,3.35,,4.4,,,0.85,,,2.14,,-1.37,,,,,,,,,,,,,,,,-0.37,,0
,,,,,,4.78,4.46,,,,,1.15,,2.43,,,1.02,,,1.55,,0.71,,,,,,,,,,,,,,,,-1.11,,0
,,,,,,5.65,4.67,,,,,0.67,,2.13,,,-0.84,,,-2.21,,0.76,,,,,,,,,,,,,,,,-0.57,,0
,,,,,,3.07,3.43,,,,,0.73,,-1.21,,,-2.52,,,0.71,,1.16,,,,,,,,,,,,,,,,-1.04,,1
,,,,,,1.36,3.16,,,,,3.1,,3.17,,,0.75,,,-0.73,,-1.86,,,,,,,,,,,,,,,,-1.31,,2
,,,,,,5.03,5.55,,,,,0.15,,0.44,,,1.07,,,-1.15,,-2.33,,,,,,,,,,,,,,,,-1.34,,0
,,,,,,4.36,3.74,,,,,2.28,,-0.58,,,-1.27,,,0.46,,-0.36,,,,,,,,,,,,,,,,-0.5,,1
,,,,,,7.95,4.76,,,,,0.1,,1.53,,,-0.41,,,0.75,,-0.11,,,,,,,,,,,,,,,,1.42,,1
,,,,,,5.14,2.98,,,,,2.61,,-0.42,,,-0.56,,,-1.3,,-1.82,,,,,,,,,,,,,,,,1.35,,1
,,,,,,4.14,3.62,,,,,2.15,,2.1,,,0.52,,,-1.54,,0.47,,,,,,,,,,,,,,,,2.79,,0
,,,,,,1.65,1.92,,,,,3.24,,4.07,,,1.53,,,1.51,,0.15,,,,,,,,,,,,,,,,1.01,,0
,,,,,,6.82,5.43,,,,,0.0,,-0.74,,,1.02,,,1.51,,-0.51,,,,,,,,,,,,,,,,-1.6,,1
,,,,,,2.43,2.29,,,,,5.36,,3.07,,,0.62,,,-0.73,,-1.0,,,,,,,,,,,,,,,,0.98,,2
,,,,,,2.45,4.14,,,,,3.05,,1.78,,,1.17,,,0.97,,1.54,,,,,,,,,,,,,,,,-0.33,,1
,,,,,,-0.77,-0.54,,,,,4.59,,4.33,,,2.26,,,0.08,,0.06,,,,,,,,,,,,,,,,-2.74,,2
,,,,,,7.33,4.06,,,,,-0.21,,-0.59,,,0.91,,,-1.15,,1.0,,,,,,,,,,,,,,,,-0.07,,1
,,,,,,4.1,3.59,,,,,-0.09,,-0.15,,,1.38,,,-1.17,,1.01,,,,,,,,,,,,,,,,-0.79,,1
,,,,,,6.07,5.55,,,,,0.85,,0.92,,,-1.24,,,-0.5,,0.77,,,,,,,,,,,,,,,,0.24,,1
,,,,,,3.25,3.55,,,,,1.77,,1.11,,,0.24,,,-0.41,,0.25,,,,,,,,,,,,,,,,-1.1,,1
