% 1. Title: Image Segmentation data
%
% 2. Source Information
%    -- Creators: Vision Group, University of Massachusetts
%    -- Donor: Vision Group (Carla Brodley, brodley@cs.umass.edu)
%    -- Date: November, 1990
%
% 3. Past Usage: None yet published
%
% 4. Relevant Information:
%
%    The instances were drawn randomly from a database of 7 outdoor
%    images.  The images were handsegmented to create a classification
%    for every pixel.
%
%    Each instance is a 3x3 region.
%
% 5. Number of Instances: Training data: 210  Test data: 2100
%
% 6. Number of Attributes: 19 continuous attributes
%
% 7. Attribute Information:
%
%     1.  region-centroid-col:  the column of the center pixel of the region.
%     2.  region-centroid-row:  the row of the center pixel of the region.
%     3.  region-pixel-count:  the number of pixels in a region = 9.
%     4.  short-line-density-5:  the results of a line extractoin algorithm that
%          counts how many lines of length 5 (any orientation) with
%          low contrast, less than or equal to 5, go through the region.
%     5.  short-line-density-2:  same as short-line-density-5 but counts lines
%          of high contrast, greater than 5.
%     6.  vedge-mean:  measure the contrast of horizontally
%          adjacent pixels in the region.  There are 6, the mean and
%          standard deviation are given.  This attribute is used as
%         a vertical edge detector.
%     7.  vegde-sd:  (see 6)
%     8.  hedge-mean:  measures the contrast of vertically adjacent
%           pixels. Used for horizontal line detection.
%     9.  hedge-sd: (see 8).
%     10. intensity-mean:  the average over the region of (R + G + B)/3
%     11. rawred-mean: the average over the region of the R value.
%     12. rawblue-mean: the average over the region of the B value.
%     13. rawgreen-mean: the average over the region of the G value.
%     14. exred-mean: measure the excess red:  (2R - (G + B))
%     15. exblue-mean: measure the excess blue:  (2B - (G + R))
%     16. exgreen-mean: measure the excess green:  (2G - (R + B))
%     17. value-mean:  3-d nonlinear transformation
%          of RGB. (Algorithm can be found in Foley and VanDam, Fundamentals
%          of Interactive Computer Graphics)
%     18. saturatoin-mean:  (see 17)
%     19. hue-mean:  (see 17)
%
% 8. Missing Attribute Values: None
%
% 9. Class Distribution:
%
%    Classes:  brickface, sky, foliage, cement, window, path, grass.
%
%    30 instances per class for training data.
%    300 instances per class for test data.
%
%
%
%
%
% Relabeled values in attribute class
%    From: 1                       To: brickface
%    From: 2                       To: sky
%    From: 3                       To: foliage
%    From: 4                       To: cement
%    From: 5                       To: window
%    From: 6                       To: path
%    From: 7                       To: grass
%
@RELATION segment

@ATTRIBUTE region-centroid-col REAL
@ATTRIBUTE region-centroid-row REAL
@ATTRIBUTE region-pixel-count REAL
@ATTRIBUTE short-line-density-5 REAL
@ATTRIBUTE short-line-density-2 REAL
@ATTRIBUTE vedge-mean REAL
@ATTRIBUTE vegde-sd REAL
@ATTRIBUTE hedge-mean REAL
@ATTRIBUTE hedge-sd REAL
@ATTRIBUTE intensity-mean REAL
@ATTRIBUTE rawred-mean REAL
@ATTRIBUTE rawblue-mean REAL
@ATTRIBUTE rawgreen-mean REAL
@ATTRIBUTE exred-mean REAL
@ATTRIBUTE exblue-mean REAL
@ATTRIBUTE exgreen-mean REAL
@ATTRIBUTE value-mean REAL
@ATTRIBUTE saturation-mean REAL
@ATTRIBUTE hue-mean REAL
@ATTRIBUTE class {brickface, sky, foliage, cement, window, path, grass}

@DATA
?,?,?,?,?,?,?,?,?,32.7778,29.0,?,28.6667,?,?,?,?,?,-2.06427,path
?,?,?,?,?,?,?,?,?,99.6667,85.6667,?,91.8889,?,?,?,?,?,-2.27714,sky
?,?,?,?,?,?,?,?,?,13.3333,9.88889,?,18.0,?,?,?,?,?,2.36831,grass
?,?,?,?,?,?,?,?,?,0.037037,0.0,?,0.0,?,?,?,?,?,-2.0944,window
?,?,?,?,?,?,?,?,?,23.037,21.6667,?,17.4444,?,?,?,?,?,-1.74125,brickface
?,?,?,?,?,?,?,?,?,46.2963,45.6667,?,42.1111,?,?,?,?,?,-1.68159,cement
?,?,?,?,?,?,?,?,?,47.7778,42.6667,?,41.8889,?,?,?,?,?,-2.046,path
?,?,?,?,?,?,?,?,?,21.4444,16.8889,?,17.0,?,?,?,?,?,-2.10097,window
?,?,?,?,?,?,?,?,?,17.1111,13.4444,?,19.8889,?,?,?,?,?,2.83482,grass
?,?,?,?,?,?,?,?,?,5.59259,4.11111,?,8.33333,?,?,?,?,?,2.14836,grass
?,?,?,?,?,?,?,?,?,12.5185,9.55556,?,17.2222,?,?,?,?,?,2.2672,grass
?,?,?,?,?,?,?,?,?,9.74074,7.44444,?,14.6667,?,?,?,?,?,2.06945,grass
?,?,?,?,?,?,?,?,?,6.03704,7.0,?,3.44444,?,?,?,?,?,-1.17577,brickface
?,?,?,?,?,?,?,?,?,23.2963,21.0,?,20.0,?,?,?,?,?,-1.96874,cement
?,?,?,?,?,?,?,?,?,105.778,95.1111,?,97.3333,?,?,?,?,?,-2.17,sky
?,?,?,?,?,?,?,?,?,0.0,0.0,?,0.0,?,?,?,?,?,0.0,foliage
?,?,?,?,?,?,?,?,?,17.1481,13.2222,?,13.5556,?,?,?,?,?,-2.12361,window
?,?,?,?,?,?,?,?,?,116.704,105.889,?,111.222,?,?,?,?,?,-2.29549,sky
?,?,?,?,?,?,?,?,?,0.0,0.0,?,0.0,?,?,?,?,?,0.0,window
?,?,?,?,?,?,?,?,?,135.407,127.889,?,131.889,?,?,?,?,?,-2.31287,sky
?,?,?,?,?,?,?,?,?,19.5185,15.4444,?,25.4444,?,?,?,?,?,2.32038,grass
?,?,?,?,?,?,?,?,?,43.8519,43.0,?,39.7778,?,?,?,?,?,-1.72044,cement
?,?,?,?,?,?,?,?,?,26.4444,23.4444,?,23.5556,?,?,?,?,?,-2.10049,cement
?,?,?,?,?,?,?,?,?,8.25926,3.77778,?,7.66667,?,?,?,?,?,-2.52021,foliage
?,?,?,?,?,?,?,?,?,1.37037,0.0,?,0.222222,?,?,?,?,?,-2.13034,foliage
?,?,?,?,?,?,?,?,?,6.77778,5.44444,?,3.88889,?,?,?,?,?,-1.78339,brickface
?,?,?,?,?,?,?,?,?,1.14815,0.222222,?,0.222222,?,?,?,?,?,-2.05729,foliage
?,?,?,?,?,?,?,?,?,17.0,13.0,?,13.4444,?,?,?,?,?,-2.12975,window
?,?,?,?,?,?,?,?,?,3.66667,1.0,?,2.11111,?,?,?,?,?,-2.25554,foliage
?,?,?,?,?,?,?,?,?,126.37,116.0,?,121.444,?,?,?,?,?,-2.31579,sky
?,?,?,?,?,?,?,?,?,25.0741,22.3333,?,18.5556,?,?,?,?,?,-1.83633,brickface
?,?,?,?,?,?,?,?,?,43.9259,37.1111,?,37.5556,?,?,?,?,?,-2.11379,path
?,?,?,?,?,?,?,?,?,122.963,110.667,?,117.444,?,?,?,?,?,-2.33046,sky
?,?,?,?,?,?,?,?,?,60.7407,53.0,?,53.3333,?,?,?,?,?,-2.1098,cement
?,?,?,?,?,?,?,?,?,17.2593,12.8889,?,13.1111,?,?,?,?,?,-2.11184,window
?,?,?,?,?,?,?,?,?,6.96296,3.33333,?,4.77778,?,?,?,?,?,-2.24013,foliage
?,?,?,?,?,?,?,?,?,0.037037,0.0,?,0.0,?,?,?,?,?,-2.0944,foliage
?,?,?,?,?,?,?,?,?,5.44444,6.44444,?,2.88889,?,?,?,?,?,-1.18139,brickface
?,?,?,?,?,?,?,?,?,6.18518,3.66667,?,4.22222,?,?,?,?,?,-2.1753,window
?,?,?,?,?,?,?,?,?,86.2963,70.6667,?,76.1111,?,?,?,?,?,-2.23156,sky
?,?,?,?,?,?,?,?,?,11.8519,9.77778,?,15.8889,?,?,?,?,?,2.12865,grass
?,?,?,?,?,?,?,?,?,1.40741,0.0,?,0.111111,?,?,?,?,?,-2.11372,foliage
?,?,?,?,?,?,?,?,?,6.11111,7.55556,?,3.55556,?,?,?,?,?,-0.965946,brickface
?,?,?,?,?,?,?,?,?,0.444444,0.0,?,0.0,?,?,?,?,?,-2.0944,foliage
?,?,?,?,?,?,?,?,?,65.8889,59.3333,?,59.1111,?,?,?,?,?,-2.07216,cement
?,?,?,?,?,?,?,?,?,5.25926,6.55556,?,3.11111,?,?,?,?,?,-0.91061,brickface
?,?,?,?,?,?,?,?,?,48.2222,42.5556,?,41.6667,?,?,?,?,?,-2.04424,cement
?,?,?,?,?,?,?,?,?,31.1852,24.0,?,26.4444,?,?,?,?,?,-2.2278,window
?,?,?,?,?,?,?,?,?,62.8519,54.7778,?,54.5556,?,?,?,?,?,-2.08372,cement
?,?,?,?,?,?,?,?,?,22.5556,13.0,?,18.6667,?,?,?,?,?,-2.35462,foliage
?,?,?,?,?,?,?,?,?,4.51852,6.11111,?,2.0,?,?,?,?,?,-0.87829,brickface
?,?,?,?,?,?,?,?,?,123.667,114.0,?,118.667,?,?,?,?,?,-2.29339,sky
?,?,?,?,?,?,?,?,?,15.5185,9.0,?,12.2222,?,?,?,?,?,-2.30751,foliage
?,?,?,?,?,?,?,?,?,53.0741,48.1111,?,47.3333,?,?,?,?,?,-2.0459,cement
?,?,?,?,?,?,?,?,?,16.2593,12.5556,?,20.7778,?,?,?,?,?,2.46212,grass
?,?,?,?,?,?,?,?,?,112.222,98.3333,?,107.444,?,?,?,?,?,-2.38614,sky
?,?,?,?,?,?,?,?,?,22.2222,17.5556,?,29.4444,?,?,?,?,?,2.28029,grass
?,?,?,?,?,?,?,?,?,104.111,88.2222,?,95.6667,?,?,?,?,?,-2.28708,sky
?,?,?,?,?,?,?,?,?,16.1852,11.4444,?,12.1111,?,?,?,?,?,-2.14166,window
?,?,?,?,?,?,?,?,?,90.8148,76.0,?,80.7778,?,?,?,?,?,-2.21998,sky
?,?,?,?,?,?,?,?,?,7.62963,3.11111,?,5.88889,?,?,?,?,?,-2.36078,foliage
?,?,?,?,?,?,?,?,?,13.3704,11.2222,?,16.7778,?,?,?,?,?,2.26428,grass
?,?,?,?,?,?,?,?,?,9.96296,8.66667,?,13.7778,?,?,?,?,?,1.90846,grass
?,?,?,?,?,?,?,?,?,41.4815,36.0,?,37.3333,?,?,?,?,?,-2.31651,path
?,?,?,?,?,?,?,?,?,21.9259,21.1111,?,19.5556,?,?,?,?,?,-1.75548,grass
?,?,?,?,?,?,?,?,?,125.0,114.0,?,120.444,?,?,?,?,?,-2.34801,sky
?,?,?,?,?,?,?,?,?,44.0741,38.0,?,39.6667,?,?,?,?,?,-2.23829,path
?,?,?,?,?,?,?,?,?,62.0741,54.8889,?,53.7778,?,?,?,?,?,-2.04418,path
?,?,?,?,?,?,?,?,?,6.40741,4.11111,?,3.66667,?,?,?,?,?,-2.03415,window
?,?,?,?,?,?,?,?,?,111.63,101.0,?,104.667,?,?,?,?,?,-2.22968,sky
?,?,?,?,?,?,?,?,?,19.6296,16.2222,?,16.5556,?,?,?,?,?,-2.12823,window
?,?,?,?,?,?,?,?,?,30.4815,23.1111,?,25.5556,?,?,?,?,?,-2.21963,cement
?,?,?,?,?,?,?,?,?,61.5926,55.0,?,54.1111,?,?,?,?,?,-2.04874,path
?,?,?,?,?,?,?,?,?,132.222,123.0,?,128.333,?,?,?,?,?,-2.34104,sky
?,?,?,?,?,?,?,?,?,46.7407,42.4444,?,41.4444,?,?,?,?,?,-2.02113,cement
?,?,?,?,?,?,?,?,?,14.0741,10.6667,?,19.1111,?,?,?,?,?,2.31721,grass
?,?,?,?,?,?,?,?,?,6.48148,5.11111,?,9.44444,?,?,?,?,?,2.03363,grass
?,?,?,?,?,?,?,?,?,8.51852,7.44444,?,12.4444,?,?,?,?,?,1.84473,grass
?,?,?,?,?,?,?,?,?,1.0,0.0,?,0.0,?,?,?,?,?,-2.0944,foliage
?,?,?,?,?,?,?,?,?,19.5926,15.3333,?,15.6667,?,?,?,?,?,-2.12135,window
?,?,?,?,?,?,?,?,?,137.037,131.444,?,133.0,?,?,?,?,?,-2.2,sky
?,?,?,?,?,?,?,?,?,18.963,20.2222,?,13.8889,?,?,?,?,?,-1.33413,brickface
?,?,?,?,?,?,?,?,?,0.0,0.0,?,0.0,?,?,?,?,?,0.0,foliage
?,?,?,?,?,?,?,?,?,136.407,130.778,?,133.0,?,?,?,?,?,-2.2515,sky
?,?,?,?,?,?,?,?,?,0.703704,0.111111,?,0.111111,?,?,?,?,?,-2.0944,foliage
?,?,?,?,?,?,?,?,?,6.88889,5.66667,?,4.66667,?,?,?,?,?,-1.78025,window
?,?,?,?,?,?,?,?,?,5.48148,6.55556,?,3.22222,?,?,?,?,?,-1.05335,brickface
?,?,?,?,?,?,?,?,?,33.963,31.0,?,29.8889,?,?,?,?,?,-1.96031,cement
?,?,?,?,?,?,?,?,?,6.07407,7.66667,?,3.55556,?,?,?,?,?,-0.87829,brickface
?,?,?,?,?,?,?,?,?,1.14815,0.222222,?,0.555556,?,?,?,?,?,-2.20059,foliage
?,?,?,?,?,?,?,?,?,42.3704,36.8889,?,38.5556,?,?,?,?,?,-2.39557,path
?,?,?,?,?,?,?,?,?,41.2593,37.7778,?,36.4444,?,?,?,?,?,-1.99837,path
?,?,?,?,?,?,?,?,?,31.4444,28.6667,?,27.8889,?,?,?,?,?,-2.02103,path
?,?,?,?,?,?,?,?,?,49.2222,44.0,?,43.1111,?,?,?,?,?,-2.04052,path
?,?,?,?,?,?,?,?,?,23.8889,23.1111,?,18.1111,?,?,?,?,?,-1.66401,brickface
?,?,?,?,?,?,?,?,?,6.11111,8.0,?,3.55556,?,?,?,?,?,-0.761648,brickface
?,?,?,?,?,?,?,?,?,3.85185,1.88889,?,3.44444,?,?,?,?,?,-2.49793,foliage
?,?,?,?,?,?,?,?,?,6.77778,7.77778,?,4.0,?,?,?,?,?,-1.21036,brickface
?,?,?,?,?,?,?,?,?,8.7037,3.66667,?,6.55556,?,?,?,?,?,-2.343,foliage
?,?,?,?,?,?,?,?,?,102.481,89.4444,?,95.7778,?,?,?,?,?,-2.29755,sky
?,?,?,?,?,?,?,?,?,111.815,99.1111,?,105.222,?,?,?,?,?,-2.29393,sky
?,?,?,?,?,?,?,?,?,0.111111,0.0,?,0.0,?,?,?,?,?,-2.0944,window
?,?,?,?,?,?,?,?,?,13.4074,8.77778,?,11.5556,?,?,?,?,?,-2.36358,foliage
?,?,?,?,?,?,?,?,?,14.0741,11.6667,?,13.7778,?,?,?,?,?,-3.01508,grass
?,?,?,?,?,?,?,?,?,61.0,52.4444,?,54.1111,?,?,?,?,?,-2.16179,cement
?,?,?,?,?,?,?,?,?,42.5556,34.8889,?,41.0,?,?,?,?,?,-2.47648,foliage
?,?,?,?,?,?,?,?,?,15.4815,11.2222,?,11.4444,?,?,?,?,?,-2.1125,window
?,?,?,?,?,?,?,?,?,40.4444,35.0,?,37.7778,?,?,?,?,?,-2.39274,path
?,?,?,?,?,?,?,?,?,2.66667,1.11111,?,1.0,?,?,?,?,?,-2.07782,window
?,?,?,?,?,?,?,?,?,5.77778,7.44444,?,3.11111,?,?,?,?,?,-0.895807,brickface
?,?,?,?,?,?,?,?,?,6.62963,7.55556,?,3.88889,?,?,?,?,?,-1.23395,brickface
?,?,?,?,?,?,?,?,?,51.7037,46.2222,?,44.5556,?,?,?,?,?,-2.00985,cement
?,?,?,?,?,?,?,?,?,8.33333,5.55556,?,5.33333,?,?,?,?,?,-2.06856,window
?,?,?,?,?,?,?,?,?,1.88889,0.222222,?,0.777778,?,?,?,?,?,-2.2166,foliage
?,?,?,?,?,?,?,?,?,14.1852,10.5556,?,11.4444,?,?,?,?,?,-2.17584,window
?,?,?,?,?,?,?,?,?,1.96296,0.666667,?,0.333333,?,?,?,?,?,-2.01892,window
?,?,?,?,?,?,?,?,?,61.5926,54.6667,?,53.4444,?,?,?,?,?,-2.03712,path
?,?,?,?,?,?,?,?,?,8.92593,6.33333,?,13.8889,?,?,?,?,?,2.12606,grass
?,?,?,?,?,?,?,?,?,105.926,91.8889,?,101.0,?,?,?,?,?,-2.38226,sky
?,?,?,?,?,?,?,?,?,100.519,87.2222,?,94.4444,?,?,?,?,?,-2.3262,sky
?,?,?,?,?,?,?,?,?,124.259,113.0,?,119.444,?,?,?,?,?,-2.34116,sky
?,?,?,?,?,?,?,?,?,43.1481,39.2222,?,37.5556,?,?,?,?,?,-1.98098,cement
?,?,?,?,?,?,?,?,?,48.7778,43.0,?,42.5556,?,?,?,?,?,-2.06698,path
?,?,?,?,?,?,?,?,?,6.0,7.44444,?,3.33333,?,?,?,?,?,-0.987873,brickface
?,?,?,?,?,?,?,?,?,0.666667,0.222222,?,0.0,?,?,?,?,?,-1.98694,window
?,?,?,?,?,?,?,?,?,46.2963,45.6667,?,42.1111,?,?,?,?,?,-1.68159,cement
?,?,?,?,?,?,?,?,?,36.5185,35.8889,?,32.6667,?,?,?,?,?,-1.67677,cement
?,?,?,?,?,?,?,?,?,12.0741,9.33333,?,16.1111,?,?,?,?,?,2.31952,grass
?,?,?,?,?,?,?,?,?,21.963,17.8889,?,18.4444,?,?,?,?,?,-2.14478,window
?,?,?,?,?,?,?,?,?,16.4815,10.1111,?,13.4444,?,?,?,?,?,-2.3163,foliage
?,?,?,?,?,?,?,?,?,19.8889,15.1111,?,15.6667,?,?,?,?,?,-2.13621,window
?,?,?,?,?,?,?,?,?,61.4074,55.0,?,53.7778,?,?,?,?,?,-2.03589,path
?,?,?,?,?,?,?,?,?,15.3704,10.6667,?,11.6667,?,?,?,?,?,-2.14276,window
?,?,?,?,?,?,?,?,?,49.8148,41.7778,?,46.5556,?,?,?,?,?,-2.36049,foliage
?,?,?,?,?,?,?,?,?,58.8889,52.2222,?,51.7778,?,?,?,?,?,-2.07113,cement
?,?,?,?,?,?,?,?,?,51.7778,47.6667,?,46.1111,?,?,?,?,?,-1.98992,cement
?,?,?,?,?,?,?,?,?,17.0,13.0,?,13.4444,?,?,?,?,?,-2.12975,window
?,?,?,?,?,?,?,?,?,0.518518,0.0,?,0.0,?,?,?,?,?,-2.0944,window
?,?,?,?,?,?,?,?,?,7.74074,6.66667,?,9.55556,?,?,?,?,?,2.34059,grass
?,?,?,?,?,?,?,?,?,54.1852,48.5556,?,46.7778,?,?,?,?,?,-2.00408,path
?,?,?,?,?,?,?,?,?,16.1111,11.8889,?,21.4444,?,?,?,?,?,2.43278,grass
?,?,?,?,?,?,?,?,?,6.40741,6.22222,?,7.0,?,?,?,?,?,1.75665,grass
?,?,?,?,?,?,?,?,?,108.778,96.3333,?,103.778,?,?,?,?,?,-2.35544,sky
?,?,?,?,?,?,?,?,?,40.2963,35.7778,?,36.1111,?,?,?,?,?,-2.17583,path
?,?,?,?,?,?,?,?,?,63.5185,56.0,?,55.4444,?,?,?,?,?,-2.07044,path
?,?,?,?,?,?,?,?,?,9.51852,7.33333,?,6.88889,?,?,?,?,?,-2.03623,window
?,?,?,?,?,?,?,?,?,7.2963,5.33333,?,5.55556,?,?,?,?,?,-2.11557,window
?,?,?,?,?,?,?,?,?,44.8148,41.1111,?,39.5556,?,?,?,?,?,-1.97833,cement
?,?,?,?,?,?,?,?,?,9.2963,6.11111,?,5.88889,?,?,?,?,?,-2.07413,window
?,?,?,?,?,?,?,?,?,17.5185,13.1111,?,21.5556,?,?,?,?,?,2.69011,grass
?,?,?,?,?,?,?,?,?,3.40741,2.33333,?,2.11111,?,?,?,?,?,-2.03651,window
?,?,?,?,?,?,?,?,?,126.111,115.778,?,122.111,?,?,?,?,?,-2.36251,sky
?,?,?,?,?,?,?,?,?,19.2963,15.6667,?,15.8889,?,?,?,?,?,-2.11573,cement
?,?,?,?,?,?,?,?,?,5.96296,7.77778,?,3.33333,?,?,?,?,?,-0.820403,brickface
?,?,?,?,?,?,?,?,?,10.5185,7.55556,?,15.8889,?,?,?,?,?,2.15678,grass
?,?,?,?,?,?,?,?,?,59.0,51.3333,?,51.2222,?,?,?,?,?,-2.09022,cement
?,?,?,?,?,?,?,?,?,13.2963,7.0,?,10.5556,?,?,?,?,?,-2.34409,foliage
?,?,?,?,?,?,?,?,?,6.0,7.22222,?,3.44444,?,?,?,?,?,-1.05144,brickface
?,?,?,?,?,?,?,?,?,55.0741,49.5556,?,47.5556,?,?,?,?,?,-1.98922,path
?,?,?,?,?,?,?,?,?,7.77778,6.22222,?,11.5556,?,?,?,?,?,1.98299,grass
?,?,?,?,?,?,?,?,?,1.37037,1.0,?,0.777778,?,?,?,?,?,-2.00735,window
?,?,?,?,?,?,?,?,?,23.7037,17.3333,?,28.3333,?,?,?,?,?,2.86493,grass
?,?,?,?,?,?,?,?,?,5.11111,6.66667,?,2.66667,?,?,?,?,?,-0.877707,brickface
?,?,?,?,?,?,?,?,?,21.3704,15.7778,?,16.4444,?,?,?,?,?,-2.13492,cement
?,?,?,?,?,?,?,?,?,51.7778,46.5556,?,45.1111,?,?,?,?,?,-2.0141,path
?,?,?,?,?,?,?,?,?,14.0,10.7778,?,17.5556,?,?,?,?,?,2.55731,grass
?,?,?,?,?,?,?,?,?,101.852,89.1111,?,93.2222,?,?,?,?,?,-2.22055,sky
?,?,?,?,?,?,?,?,?,19.4444,16.8889,?,15.6667,?,?,?,?,?,-1.61572,foliage
?,?,?,?,?,?,?,?,?,27.1481,25.1111,?,20.4444,?,?,?,?,?,-1.76836,brickface
?,?,?,?,?,?,?,?,?,17.1852,14.3333,?,22.8889,?,?,?,?,?,2.1052,grass
?,?,?,?,?,?,?,?,?,4.66667,6.77778,?,2.33333,?,?,?,?,?,-0.604864,brickface
?,?,?,?,?,?,?,?,?,6.40741,6.22222,?,7.0,?,?,?,?,?,1.75665,grass
?,?,?,?,?,?,?,?,?,6.25926,3.88889,?,3.55556,?,?,?,?,?,-2.05798,window
?,?,?,?,?,?,?,?,?,40.4444,34.4444,?,37.4444,?,?,?,?,?,-2.57363,path
?,?,?,?,?,?,?,?,?,12.5926,8.88889,?,17.0,?,?,?,?,?,2.49158,grass
