,q_idx,dataset,F1,missing_percentage,difficulty,algorithm
3,3,sonar,0.5476190476190477,0.29508196721311475,3,sklearn
4,4,sonar,0.5476190476190477,0.39344262295081966,4,sklearn
5,5,sonar,0.5476190476190477,0.4918032786885246,5,sklearn
6,6,sonar,0.5476190476190477,0.5901639344262295,6,sklearn
7,7,sonar,0.5238095238095238,0.6885245901639344,7,sklearn
8,8,sonar,0.5238095238095238,0.7868852459016393,8,sklearn
9,9,sonar,0.5238095238095238,0.8852459016393442,9,sklearn
0,0,vowel,0.7878787878787878,0.0,0,sklearn
1,1,vowel,0.7777777777777778,0.07142857142857142,1,sklearn
2,2,vowel,0.7121212121212122,0.14285714285714285,2,sklearn
3,3,vowel,0.45454545454545453,0.21428571428571427,3,sklearn
4,4,vowel,0.3939393939393939,0.35714285714285715,4,sklearn
5,5,vowel,0.36868686868686873,0.42857142857142855,5,sklearn
6,6,vowel,0.16161616161616163,0.5,5,sklearn
7,7,vowel,0.09090909090909091,0.6428571428571429,7,sklearn
8,8,vowel,0.09090909090909091,0.7142857142857143,8,sklearn
9,9,vowel,0.09090909090909091,0.7857142857142857,8,sklearn
0,0,segment,0.948051948051948,0.0,0,sklearn
1,1,segment,0.948051948051948,0.05,1,sklearn
2,2,segment,0.8246753246753247,0.15,2,sklearn
3,3,segment,0.6818181818181818,0.25,3,sklearn
4,4,segment,0.5324675324675324,0.35,4,sklearn
5,5,segment,0.41774891774891776,0.45,5,sklearn
6,6,segment,0.41774891774891776,0.55,6,sklearn
7,7,segment,0.2727272727272727,0.65,7,sklearn
8,8,segment,0.2813852813852814,0.75,8,sklearn
9,9,segment,0.2813852813852814,0.85,9,sklearn
0,0,zoo,0.9523809523809523,0.0,0,sklearn
1,1,zoo,0.9523809523809523,0.05555555555555555,1,sklearn
2,2,zoo,0.5714285714285714,0.16666666666666666,2,sklearn
3,3,zoo,0.2857142857142857,0.2777777777777778,3,sklearn
4,4,zoo,0.2857142857142857,0.3333333333333333,4,sklearn
5,5,zoo,0.2857142857142857,0.4444444444444444,5,sklearn
6,6,zoo,0.19047619047619047,0.5555555555555556,6,sklearn
7,7,zoo,0.19047619047619047,0.6111111111111112,7,sklearn
8,8,zoo,0.047619047619047616,0.7222222222222222,8,sklearn
9,9,zoo,0.047619047619047616,0.8333333333333334,9,sklearn
0,0,heart-statlog,0.7777777777777778,0.0,0,sklearn
1,1,heart-statlog,0.6851851851851852,0.07142857142857142,1,sklearn
2,2,heart-statlog,0.6851851851851852,0.14285714285714285,2,sklearn
3,3,heart-statlog,0.7037037037037037,0.21428571428571427,3,sklearn
4,4,heart-statlog,0.6851851851851852,0.35714285714285715,4,sklearn
5,5,heart-statlog,0.6851851851851852,0.42857142857142855,5,sklearn
6,6,heart-statlog,0.6481481481481481,0.5,5,sklearn
7,7,heart-statlog,0.6481481481481481,0.6428571428571429,7,sklearn
8,8,heart-statlog,0.4444444444444444,0.7142857142857143,8,sklearn
9,9,heart-statlog,0.4444444444444444,0.7857142857142857,8,sklearn
0,0,waveform-5000,0.735,0.0,0,sklearn
1,1,waveform-5000,0.7410000000000001,0.0975609756097561,1,sklearn
2,2,waveform-5000,0.693,0.1951219512195122,2,sklearn
3,3,waveform-5000,0.589,0.2926829268292683,3,sklearn
4,4,waveform-5000,0.555,0.3902439024390244,4,sklearn
5,5,waveform-5000,0.522,0.4878048780487805,5,sklearn
6,6,waveform-5000,0.402,0.5853658536585366,6,sklearn
7,7,waveform-5000,0.402,0.6829268292682927,7,sklearn
8,8,waveform-5000,0.398,0.7804878048780488,8,sklearn
9,9,waveform-5000,0.338,0.8780487804878049,9,sklearn
0,0,kr-vs-kp,0.9734375,0.0,0,sklearn
1,1,kr-vs-kp,0.890625,0.08108108108108109,1,sklearn
2,2,kr-vs-kp,0.8296875,0.1891891891891892,2,sklearn
3,3,kr-vs-kp,0.765625,0.2702702702702703,3,sklearn
4,4,kr-vs-kp,0.7515625,0.3783783783783784,4,sklearn
5,5,kr-vs-kp,0.7625,0.4864864864864865,5,sklearn
6,6,kr-vs-kp,0.7578125,0.5675675675675675,6,sklearn
7,7,kr-vs-kp,0.75,0.6756756756756757,7,sklearn
8,8,kr-vs-kp,0.75,0.7567567567567568,8,sklearn
9,9,kr-vs-kp,0.65625,0.8648648648648649,9,sklearn
0,0,diabetes,0.6818181818181818,0.0,0,sklearn
1,1,diabetes,0.6753246753246753,0.1111111111111111,2,sklearn
2,2,diabetes,0.7077922077922078,0.2222222222222222,3,sklearn
3,3,diabetes,0.7012987012987013,0.3333333333333333,4,sklearn
4,4,diabetes,0.6948051948051948,0.4444444444444444,5,sklearn
5,5,diabetes,0.6363636363636364,0.5555555555555556,6,sklearn
6,6,diabetes,0.6688311688311688,0.6666666666666666,7,sklearn
7,7,diabetes,0.6558441558441559,0.7777777777777778,8,sklearn
0,0,letter,0.733,0.0,0,sklearn
1,1,letter,0.7135,0.058823529411764705,1,sklearn
2,2,letter,0.58875,0.17647058823529413,2,sklearn
3,3,letter,0.43225,0.23529411764705882,3,sklearn
4,4,letter,0.2425,0.35294117647058826,4,sklearn
5,5,letter,0.13875,0.47058823529411764,5,sklearn
6,6,letter,0.10574999999999998,0.5294117647058824,6,sklearn
7,7,letter,0.0955,0.6470588235294118,7,sklearn
8,8,letter,0.0955,0.7058823529411765,8,sklearn
9,9,letter,0.03975,0.8235294117647058,9,sklearn
0,0,balance-scale,0.832,0.0,0,sklearn
1,1,balance-scale,0.76,0.2,2,sklearn
2,2,balance-scale,0.68,0.4,4,sklearn
3,3,balance-scale,0.64,0.6,6,sklearn
